time,drone_x,drone_y,drone_z,target_x,target_y,target_z,error_x,error_y,error_z,position_error,pixel_x,pixel_y,target_radius_px,image_center_x,image_center_y,pixel_error_x,pixel_error_y,vx_command,vz_command,yaw_rate_command,commanded_yaw,tracking_state
2.727741241455078,1.3239597696469122e-18,2.099390514633718e-18,1.00013076961779,0.0,0.0,1.0,-1.3239597696469122e-18,-2.099390514633718e-18,-0.00013076961778990537,0.00013076961778990537,,,,160.0,120.0,,,0.0,0.0,0.6,0.1625000000000023,SEARCHING
2.8292713165283203,1.750640119033032e-18,1.951455620900637e-18,1.0001448889623443,0.0,0.0,1.0,-1.750640119033032e-18,-1.951455620900637e-18,-0.00014488896234432502,0.00014488896234432502,,,,160.0,120.0,,,0.0,0.0,0.6,0.1750000000000025,SEARCHING
2.9144155979156494,1.8372873094433974e-18,2.868144912166699e-18,1.0001599170480233,0.0,0.0,1.0,-1.8372873094433974e-18,-2.868144912166699e-18,-0.00015991704802331697,0.00015991704802331697,,,,160.0,120.0,,,0.0,0.0,0.6,0.18750000000000266,SEARCHING
2.9941039085388184,2.85524017020436e-18,2.557695136824201e-18,1.000172077644151,0.0,0.0,1.0,-2.85524017020436e-18,-2.557695136824201e-18,-0.0001720776441509475,0.0001720776441509475,,,,160.0,120.0,,,0.0,0.0,0.6,0.20000000000000284,SEARCHING
3.0866494178771973,3.1579383255805143e-18,1.959937955395332e-18,1.0001851931842964,0.0,0.0,1.0,-3.1579383255805143e-18,-1.959937955395332e-18,-0.00018519318429643938,0.00018519318429643938,,,,160.0,120.0,,,0.0,0.0,0.6,0.21250000000000302,SEARCHING
3.1661837100982666,3.849306875473696e-18,3.474278486064285e-18,1.000196229423335,0.0,0.0,1.0,-3.849306875473696e-18,-3.474278486064285e-18,-0.00019622942333508142,0.00019622942333508142,,,,160.0,120.0,,,0.0,0.0,0.6,0.2250000000000032,SEARCHING
3.260910987854004,6.898838219387859e-18,1.0208894340848079e-18,1.0002085399262395,0.0,0.0,1.0,-6.898838219387859e-18,-1.0208894340848079e-18,-0.0002085399262394816,0.0002085399262394816,,,,160.0,120.0,,,0.0,0.0,0.6,0.23750000000000338,SEARCHING
3.352114677429199,7.758204963341171e-18,4.2378123905825385e-19,1.0002269700715436,0.0,0.0,1.0,-7.758204963341171e-18,-4.2378123905825385e-19,-0.00022697007154359738,0.00022697007154359738,,,,160.0,120.0,,,0.0,0.0,0.6,0.25000000000000355,SEARCHING
3.436141014099121,1.2562099035550675e-17,3.892551746355855e-18,1.0002422525399015,0.0,0.0,1.0,-1.2562099035550675e-17,-3.892551746355855e-18,-0.00024225253990151074,0.00024225253990151074,,,,160.0,120.0,,,0.0,0.0,0.6,0.26250000000000373,SEARCHING
3.5252273082733154,2.0696194057481637e-17,-2.391191934045963e-18,1.0002574613673991,0.0,0.0,1.0,-2.0696194057481637e-17,2.391191934045963e-18,-0.0002574613673991255,0.0002574613673991255,,,,160.0,120.0,,,0.0,0.0,0.6,0.2750000000000039,SEARCHING
3.617220878601074,2.0692307798446656e-17,2.4241767240003097e-18,1.0002742228197057,0.0,0.0,1.0,-2.0692307798446656e-17,-2.4241767240003097e-18,-0.00027422281970568285,0.00027422281970568285,,,,160.0,120.0,,,0.0,0.0,0.6,0.2875000000000041,SEARCHING
3.710362195968628,2.88828243240939e-17,1.0687982312200373e-17,1.0002924337407915,0.0,0.0,1.0,-2.88828243240939e-17,-1.0687982312200373e-17,-0.00029243374079146456,0.00029243374079146456,,,,160.0,120.0,,,0.0,0.0,0.6,0.30000000000000426,SEARCHING
3.7893242835998535,3.077477681399463e-17,-4.611980357124883e-18,1.0003128248690099,0.0,0.0,1.0,-3.077477681399463e-17,4.611980357124883e-18,-0.0003128248690098534,0.0003128248690098534,,,,160.0,120.0,,,0.0,0.0,0.25,0.30520833333333774,SEARCHING
3.8868510723114014,1.4231120189824583e-17,1.1034172707918939e-17,1.0003332200919237,0.0,0.0,1.0,-1.4231120189824583e-17,-1.1034172707918939e-17,-0.0003332200919237138,0.0003332200919237138,,,,160.0,120.0,,,0.0,0.0,0.25,0.3104166666666712,SEARCHING
3.9852983951568604,2.2527235512644142e-17,7.701475688997332e-18,1.0003461271484622,0.0,0.0,1.0,-2.2527235512644142e-17,-7.701475688997332e-18,-0.00034612714846216086,0.00034612714846216086,,,,160.0,120.0,,,0.0,0.0,0.25,0.3156250000000047,SEARCHING
4.075360298156738,8.17445134178032e-18,-3.883713564932424e-17,1.0003572031294614,0.0,0.0,1.0,-8.17445134178032e-18,3.883713564932424e-17,-0.0003572031294614142,0.0003572031294614142,,,,160.0,120.0,,,0.0,0.0,0.25,0.3208333333333382,SEARCHING
4.155898094177246,-1.319608915717993e-17,2.2297600965929777e-18,1.0003676016188199,0.0,0.0,1.0,1.319608915717993e-17,-2.2297600965929777e-18,-0.0003676016188198794,0.0003676016188198794,,,,160.0,120.0,,,0.0,0.0,0.25,0.32604166666667167,SEARCHING
4.238436937332153,4.213111623967038e-17,-3.263936091875959e-17,1.0003787764891978,0.0,0.0,1.0,-4.213111623967038e-17,3.263936091875959e-17,-0.0003787764891978185,0.0003787764891978185,,,,160.0,120.0,,,0.0,0.0,0.25,0.33125000000000515,SEARCHING
4.322978258132935,4.063410148031632e-17,-8.69455116716934e-17,1.0003930256472866,0.0,0.0,1.0,-4.063410148031632e-17,8.69455116716934e-17,-0.0003930256472866045,0.0003930256472866045,,,,160.0,120.0,,,0.0,0.0,0.25,0.33645833333333863,SEARCHING
4.424631357192993,4.01755830578216e-17,7.316502047124019e-17,1.0004088928452453,0.0,0.0,1.0,-4.01755830578216e-17,-7.316502047124019e-17,-0.0004088928452452567,0.0004088928452452567,,,,160.0,120.0,,,0.0,0.0,0.25,0.3416666666666721,SEARCHING
4.524242162704468,1.4390604811585148e-16,-2.2513092695786795e-17,1.000425440230825,0.0,0.0,1.0,-1.4390604811585148e-16,2.2513092695786795e-17,-0.0004254402308250249,0.0004254402308250249,,,,160.0,120.0,,,0.0,0.0,0.25,0.3468750000000056,SEARCHING
4.606231212615967,-1.912817526218964e-18,-5.326891853848243e-17,1.0004420709693789,0.0,0.0,1.0,1.912817526218964e-18,5.326891853848243e-17,-0.0004420709693788716,0.0004420709693788716,,,,160.0,120.0,,,0.0,0.0,0.25,0.3520833333333391,SEARCHING
4.688877582550049,-1.783451829410408e-16,2.5500637792251364e-16,1.0004566957753565,0.0,0.0,1.0,1.783451829410408e-16,-2.5500637792251364e-16,-0.00045669577535645267,0.00045669577535645267,,,,160.0,120.0,,,0.0,0.0,0.25,0.35729166666667256,SEARCHING
4.787409067153931,-1.399051157274239e-16,-2.1309133485311327e-16,1.0004703449718841,0.0,0.0,1.0,1.399051157274239e-16,2.1309133485311327e-16,-0.00047034497188414015,0.00047034497188414015,,,,160.0,120.0,,,0.0,0.0,0.25,0.36250000000000604,SEARCHING
4.8752782344818115,-7.091187209487259e-16,-2.4927685999021596e-16,1.0004842497852549,0.0,0.0,1.0,7.091187209487259e-16,2.4927685999021596e-16,-0.0004842497852548533,0.0004842497852548533,,,,160.0,120.0,,,0.0,0.0,0.25,0.3677083333333395,SEARCHING
4.961796522140503,-7.696468490752059e-16,1.9890950388426566e-16,1.0004980261497396,0.0,0.0,1.0,7.696468490752059e-16,-1.9890950388426566e-16,-0.0004980261497395944,0.0004980261497395944,,,,160.0,120.0,,,0.0,0.0,0.25,0.372916666666673,SEARCHING
5.045857667922974,3.680572676286127e-17,-1.1790844391274345e-15,1.0005114377073436,0.0,0.0,1.0,-3.680572676286127e-17,1.1790844391274345e-15,-0.0005114377073436316,0.0005114377073436316,,,,160.0,120.0,,,0.0,0.0,0.25,0.3781250000000065,SEARCHING
5.133376598358154,-5.240538087164817e-16,-4.655086132268614e-16,1.000524344656495,0.0,0.0,1.0,5.240538087164817e-16,4.655086132268614e-16,-0.0005243446564950904,0.0005243446564950904,,,,160.0,120.0,,,0.0,0.0,0.25,0.38333333333333997,SEARCHING
5.230336904525757,1.2636856840324765e-15,7.745683206166157e-16,1.0005366700236333,0.0,0.0,1.0,-1.2636856840324765e-15,-7.745683206166157e-16,-0.0005366700236333344,0.0005366700236333344,,,,160.0,120.0,,,0.0,0.0,0.25,0.38854166666667345,SEARCHING
5.322834730148315,3.0711994581964127e-15,-1.693313085252458e-15,1.000548377439812,0.0,0.0,1.0,-3.0711994581964127e-15,1.693313085252458e-15,-0.0005483774398120644,0.0005483774398120644,,,,160.0,120.0,,,0.0,0.0,0.25,0.39375000000000693,SEARCHING
5.415383338928223,-1.630869194555149e-16,2.806156688697433e-15,1.0005587250083223,0.0,0.0,1.0,1.630869194555149e-16,-2.806156688697433e-15,-0.000558725008322325,0.000558725008322325,,,,160.0,120.0,,,0.0,0.0,0.25,0.3989583333333404,SEARCHING
5.524909019470215,2.257277112023242e-15,4.187246787465597e-15,1.0005682542301855,0.0,0.0,1.0,-2.257277112023242e-15,-4.187246787465597e-15,-0.000568254230185472,0.000568254230185472,,,,160.0,120.0,,,0.0,0.0,0.25,0.4041666666666739,SEARCHING
5.635453701019287,-1.9959950103451407e-15,-2.9474782728521686e-15,1.0005775614994292,0.0,0.0,1.0,1.9959950103451407e-15,2.9474782728521686e-15,-0.0005775614994292244,0.0005775614994292244,,,,160.0,120.0,,,0.0,0.0,0.25,0.40937500000000737,SEARCHING
5.7229695320129395,-1.2847552750448217e-14,6.444480093802439e-15,1.0005865342569318,0.0,0.0,1.0,1.2847552750448217e-14,-6.444480093802439e-15,-0.0005865342569317811,0.0005865342569317811,,,,160.0,120.0,,,0.0,0.0,0.25,0.41458333333334085,SEARCHING
5.809994459152222,-3.3225380823701185e-15,-4.1765169472350504e-15,1.000595109111227,0.0,0.0,1.0,3.3225380823701185e-15,4.1765169472350504e-15,-0.0005951091112270657,0.0005951091112270657,,,,160.0,120.0,,,0.0,0.0,0.25,0.41979166666667433,SEARCHING
5.889511823654175,-1.0775058220611742e-14,-2.1237728482405254e-14,1.0006032545094103,0.0,0.0,1.0,1.0775058220611742e-14,2.1237728482405254e-14,-0.0006032545094103448,0.0006032545094103448,,,,160.0,120.0,,,0.0,0.0,0.25,0.4250000000000078,SEARCHING
5.99103856086731,-6.705801260812513e-15,7.288717569159464e-15,1.0006109593278543,0.0,0.0,1.0,6.705801260812513e-15,-7.288717569159464e-15,-0.0006109593278542658,0.0006109593278542658,,,,160.0,120.0,,,0.0,0.0,0.25,0.4302083333333413,SEARCHING
6.079973936080933,3.783866798485374e-14,-1.913564647287563e-14,1.000618225370999,0.0,0.0,1.0,-3.783866798485374e-14,1.913564647287563e-14,-0.0006182253709989816,0.0006182253709989816,,,,160.0,120.0,,,0.0,0.0,0.25,0.4354166666666748,SEARCHING
6.160784006118774,2.056606949568985e-14,-8.250775323416663e-15,1.0006250624495272,0.0,0.0,1.0,-2.056606949568985e-14,8.250775323416663e-15,-0.0006250624495272028,0.0006250624495272028,,,,160.0,120.0,,,0.0,0.0,0.25,0.44062500000000826,SEARCHING
6.250321626663208,3.641420559656151e-14,8.04153842085923e-14,1.000631485160388,0.0,0.0,1.0,-3.641420559656151e-14,-8.04153842085923e-14,-0.0006314851603879124,0.0006314851603879124,,,,160.0,120.0,,,0.0,0.0,0.25,0.44583333333334174,SEARCHING
6.330333948135376,6.511954052774415e-14,-3.838455826225624e-15,1.0006375107891436,0.0,0.0,1.0,-6.511954052774415e-14,3.838455826225624e-15,-0.0006375107891436471,0.0006375107891436471,,,,160.0,120.0,,,0.0,0.0,0.25,0.4510416666666752,SEARCHING
6.426579236984253,-7.208826557409402e-14,4.3971161080507787e-14,1.0006431579519468,0.0,0.0,1.0,7.208826557409402e-14,-4.3971161080507787e-14,-0.0006431579519468045,0.0006431579519468045,,,,160.0,120.0,,,0.0,0.0,0.25,0.4562500000000087,SEARCHING
6.519536972045898,-8.444287843916972e-14,1.0706709314029854e-13,1.0006484457244613,0.0,0.0,1.0,8.444287843916972e-14,-1.0706709314029854e-13,-0.0006484457244613218,0.0006484457244613218,,,,160.0,120.0,,,0.0,0.0,0.25,0.4614583333333422,SEARCHING
6.610227108001709,-8.576418972056267e-14,-2.24253212303576e-13,1.0006533930909196,0.0,0.0,1.0,8.576418972056267e-14,2.24253212303576e-13,-0.0006533930909196073,0.0006533930909196073,,,,160.0,120.0,,,0.0,0.0,0.25,0.46666666666667567,SEARCHING
6.704745531082153,-3.0625786477464205e-13,-6.339945684054518e-14,1.0006580186032126,0.0,0.0,1.0,3.0625786477464205e-13,6.339945684054518e-14,-0.0006580186032125734,0.0006580186032125734,,,,160.0,120.0,,,0.0,0.0,0.25,0.47187500000000915,SEARCHING
15.326008796691895,-1.4924844802187644e-14,-3.508192457123894e-14,1.0006623401773795,0.0,0.0,1.0,1.4924844802187644e-14,3.508192457123894e-14,-0.000662340177379539,0.000662340177379539,,,,160.0,120.0,,,0.0,0.0,0.25,0.47708333333334263,SEARCHING
15.42213773727417,2.8660791748209877e-13,-5.458926337737771e-13,1.0006663749795863,0.0,0.0,1.0,-2.8660791748209877e-13,5.458926337737771e-13,-0.0006663749795863261,0.0006663749795863261,,,,160.0,120.0,,,0.0,0.0,0.25,0.4822916666666761,SEARCHING
15.512664318084717,1.0464794773093726e-13,3.89581040951266e-13,1.0006701393700301,0.0,0.0,1.0,-1.0464794773093726e-13,-3.89581040951266e-13,-0.0006701393700301317,0.0006701393700301317,,,,160.0,120.0,,,0.0,0.0,0.25,0.4875000000000096,SEARCHING
15.607211112976074,1.0872727495486935e-12,4.587981341560771e-13,1.0006736488839838,0.0,0.0,1.0,-1.0872727495486935e-12,-4.587981341560771e-13,-0.0006736488839838017,0.0006736488839838017,,,,160.0,120.0,,,0.0,0.0,0.25,0.4927083333333431,SEARCHING
15.690524339675903,1.007957923222994e-12,-2.7006436158406015e-13,1.0006769182363204,0.0,0.0,1.0,-1.007957923222994e-12,2.7006436158406015e-13,-0.000676918236320434,0.000676918236320434,,,,160.0,120.0,,,0.0,0.0,0.25,0.49791666666667656,SEARCHING
15.779674053192139,-7.177204674732267e-13,2.0630810758761e-12,1.000679961340551,0.0,0.0,1.0,7.177204674732267e-13,-2.0630810758761e-12,-0.0006799613405510385,0.0006799613405510385,,,,160.0,120.0,,,0.0,0.0,0.25,0.50312500000001,SEARCHING
15.864709615707397,3.73104528771062e-13,4.323388594117239e-13,1.0006827913365184,0.0,0.0,1.0,-3.73104528771062e-13,-4.323388594117239e-13,-0.0006827913365183846,0.0006827913365183846,,,,160.0,120.0,,,0.0,0.0,0.25,0.5083333333333435,SEARCHING
15.961236715316772,-2.86970694555009e-12,-2.000366369056797e-12,1.0006854206229228,0.0,0.0,1.0,2.86970694555009e-12,2.000366369056797e-12,-0.0006854206229227611,0.0006854206229227611,,,,160.0,120.0,,,0.0,0.0,0.25,0.513541666666677,SEARCHING
16.051764726638794,-6.019528783820592e-12,1.989892129508683e-12,1.0006878608922132,0.0,0.0,1.0,6.019528783820592e-12,-1.989892129508683e-12,-0.0006878608922131768,0.0006878608922131768,,,,160.0,120.0,,,0.0,0.0,0.25,0.5187500000000105,SEARCHING
16.135781049728394,9.044218825345236e-13,-5.9913435247960235e-12,1.0006901231662602,0.0,0.0,1.0,-9.044218825345236e-13,5.9913435247960235e-12,-0.0006901231662601592,0.0006901231662601592,,,,160.0,120.0,,,0.0,0.0,0.25,0.523958333333344,SEARCHING
16.214353799819946,-3.319989285647383e-12,-7.589541276988155e-12,1.000692217831806,0.0,0.0,1.0,3.319989285647383e-12,7.589541276988155e-12,-0.0006922178318060634,0.0006922178318060636,,,,160.0,120.0,,,0.0,0.0,0.25,0.5291666666666774,SEARCHING
16.293895959854126,4.284534356093987e-12,6.4456782469761725e-12,1.000694154675081,0.0,0.0,1.0,-4.284534356093987e-12,-6.4456782469761725e-12,-0.000694154675080938,0.000694154675080938,,,,160.0,120.0,,,0.0,0.0,0.25,0.5343750000000109,SEARCHING
16.373475313186646,2.468671501162066e-11,-8.643383131179866e-12,1.0006959429152098,0.0,0.0,1.0,-2.468671501162066e-11,8.643383131179866e-12,-0.0006959429152098018,0.0006959429152098022,,,,160.0,120.0,,,0.0,0.0,0.25,0.5395833333333444,SEARCHING
16.450839281082153,3.506325400500001e-12,1.1641654128048662e-11,1.0006975912362113,0.0,0.0,1.0,-3.506325400500001e-12,-1.1641654128048662e-11,-0.0006975912362112702,0.0006975912362112703,,,,160.0,120.0,,,0.0,0.0,0.25,0.5447916666666779,SEARCHING
16.54037070274353,1.5135720272002638e-11,4.169740716323969e-11,1.0006991078174825,0.0,0.0,1.0,-1.5135720272002638e-11,-4.169740716323969e-11,-0.0006991078174825027,0.0006991078174825041,,,,160.0,120.0,,,0.0,0.0,0.25,0.5500000000000114,SEARCHING
16.620368480682373,8.705476500665224e-12,-1.3901277827036031e-11,1.0007005003627463,0.0,0.0,1.0,-8.705476500665224e-12,1.3901277827036031e-11,-0.0007005003627462703,0.0007005003627462705,,,,160.0,120.0,,,0.0,0.0,0.25,0.5552083333333449,SEARCHING
16.713608741760254,-7.771011674349673e-11,2.862075359203917e-11,1.000701776127462,0.0,0.0,1.0,7.771011674349673e-11,-2.862075359203917e-11,-0.0007017761274619172,0.0007017761274619221,,,,160.0,120.0,,,0.0,0.0,0.25,0.5604166666666783,SEARCHING
16.794147729873657,-3.3890232493758806e-11,1.6027554447505363e-12,1.0007029419447455,0.0,0.0,1.0,3.3890232493758806e-11,-1.6027554447505363e-12,-0.0007029419447455165,0.0007029419447455173,,,,160.0,120.0,,,0.0,0.0,0.25,0.5656250000000118,SEARCHING
16.8716721534729,-5.0793294278585384e-11,-1.6315716771071718e-10,1.0007040042498403,0.0,0.0,1.0,5.0793294278585384e-11,1.6315716771071718e-10,-0.0007040042498402954,0.0007040042498403162,,,,160.0,120.0,,,0.0,0.0,0.25,0.5708333333333453,SEARCHING
16.951125860214233,-1.0438803039401579e-10,2.2550902183017684e-12,1.000704969103213,0.0,0.0,1.0,1.0438803039401579e-10,-2.2550902183017684e-12,-0.000704969103213049,0.0007049691032130568,,,,160.0,120.0,,,0.0,0.0,0.25,0.5760416666666788,SEARCHING
17.046177864074707,1.7364834212052854e-10,-7.233343843757025e-11,1.0007058422123425,0.0,0.0,1.0,-1.7364834212052854e-10,7.233343843757025e-11,-0.000705842212342489,0.000705842212342514,,,,160.0,120.0,,,0.0,0.0,0.25,0.5812500000000123,SEARCHING
17.139711141586304,1.7017298782613262e-10,-1.517469048338241e-10,1.0007066289522353,0.0,0.0,1.0,-1.7017298782613262e-10,1.517469048338241e-10,-0.0007066289522352776,0.0007066289522353143,,,,160.0,120.0,,,0.0,0.0,0.25,0.5864583333333457,SEARCHING
17.23371696472168,1.2638042620359413e-10,4.873355503260473e-10,1.0007073343847421,0.0,0.0,1.0,-1.2638042620359413e-10,-4.873355503260473e-10,-0.000707334384742131,0.0007073343847423101,,,,160.0,120.0,,,0.0,0.0,0.25,0.5916666666666792,SEARCHING
17.314239263534546,5.270571388358537e-10,1.6769569676661605e-10,1.000707963276883,0.0,0.0,1.0,-5.270571388358537e-10,-1.6769569676661605e-10,-0.0007079632768829391,0.0007079632768831552,,,,160.0,120.0,,,0.0,0.0,0.25,0.5968750000000127,SEARCHING
17.410815954208374,-1.093093855286798e-10,1.0990700175352413e-10,1.0007085201180235,0.0,0.0,1.0,1.093093855286798e-10,-1.0990700175352413e-10,-0.0007085201180234701,0.0007085201180234871,,,,160.0,120.0,,,0.0,0.0,0.25,0.6020833333333462,SEARCHING
17.50333333015442,-6.446744451819734e-10,9.118925192943624e-10,1.0007090091357715,0.0,0.0,1.0,6.446744451819734e-10,-9.118925192943624e-10,-0.0007090091357715433,0.0007090091357724228,,,,160.0,120.0,,,0.0,0.0,0.25,0.6072916666666797,SEARCHING
17.5978741645813,-1.7151722624049874e-10,-9.703794139928804e-10,1.0007094343114877,0.0,0.0,1.0,1.7151722624049874e-10,9.703794139928804e-10,-0.0007094343114877333,0.0007094343114884176,,,,160.0,120.0,,,0.0,0.0,0.25,0.6125000000000131,SEARCHING
17.677412509918213,-1.9326699068084542e-09,-1.0754454693610281e-09,1.0007097993955152,0.0,0.0,1.0,1.9326699068084542e-09,1.0754454693610281e-09,-0.0007097993955151871,0.000709799395518633,,,,160.0,120.0,,,0.0,0.0,0.25,0.6177083333333466,SEARCHING
17.772948503494263,-1.4717575594467255e-09,1.4159809558941535e-10,1.0007101079192815,0.0,0.0,1.0,1.4717575594467255e-09,-1.4159809558941535e-10,-0.0007101079192814996,0.0007101079192830389,,,,160.0,120.0,,,0.0,0.0,0.25,0.6229166666666801,SEARCHING
17.851245641708374,1.9047139107719746e-09,-3.748056210200958e-09,1.0007103632066152,0.0,0.0,1.0,-1.9047139107719746e-09,3.748056210200958e-09,-0.0007103632066152166,0.000710363206627658,,,,160.0,120.0,,,0.0,0.0,0.25,0.6281250000000136,SEARCHING
17.946293592453003,-3.8398389953452516e-10,-1.068330229566735e-10,1.000710568394194,0.0,0.0,1.0,3.8398389953452516e-10,1.068330229566735e-10,-0.0007105683941939223,0.000710568394194034,,,,160.0,120.0,,,0.0,0.0,0.25,0.6333333333333471,SEARCHING
18.03682804107666,5.352505386814684e-09,4.524326691074439e-09,1.0007107264403798,0.0,0.0,1.0,-5.352505386814684e-09,-4.524326691074439e-09,-0.0007107264403798386,0.0007107264404143939,,,,160.0,120.0,,,0.0,0.0,0.25,0.6385416666666806,SEARCHING
18.132368803024292,1.0411576158188032e-08,-1.990071964915951e-09,1.0007108401178486,0.0,0.03125,1.0,-1.0411576158188032e-08,0.03125000199007197,-0.0007108401178486101,0.03125808564280214,,,,160.0,120.0,,,0.0,0.0,0.25,0.643750000000014,SEARCHING
18.22388219833374,-3.807405707062558e-09,1.1897182440743558e-08,1.0007109120528004,0.03125,0.0625,1.0,0.03125000380740571,0.06249998810281756,-0.0007109120528003832,0.06988073158433607,,,,160.0,120.0,,,0.0,0.0,0.25,0.6489583333333475,SEARCHING
18.318724155426025,3.786667678914398e-09,1.3070793307350079e-08,1.0006805803297694,0.0625,0.09375,1.0,0.06249999621333232,0.09374998692920669,-0.0006805803297693647,0.11267551981454645,131.0,131.0,80.44883728027344,160.0,120.0,-29.0,11.0,0.0,-0.12081666666666667,0.53505,0.6601052083333476,TRACKING
18.423322200775146,-8.511583340340887e-09,-1.4137161899042044e-08,1.0005787974016003,0.09375,0.125,1.0,0.09375000851158334,0.12500001413716189,-0.0005787974016002728,0.1562510884334721,129.69155616760253,133.19677124023437,71.83995933532715,160.0,120.0,-30.308443832397472,13.19677124023437,0.0,-0.13086453745524085,0.5174307887077334,0.6708850164314253,TRACKING
18.51187014579773,-4.547975413049397e-08,8.776242499950728e-09,1.0003826129458986,0.09375,0.15625,1.0,0.09375004547975413,0.1562499912237575,-0.0003826129458985861,0.1822176642851802,124.86669900894165,133.44508880615234,63.77718294143678,160.0,120.0,-35.13330099105835,13.445088806152341,0.0,-0.11951602486673993,0.5711572441663743,0.6827841256848917,TRACKING
18.605698585510254,-2.4567209956452436e-09,-2.6181867953900384e-08,1.0000842702939998,0.09375,0.15625,1.0,0.093750002456721,0.15625002618186795,-8.427029399982189e-05,0.18221728991495859,121.62724443149567,133.5031977996826,58.59953727436066,160.0,120.0,-38.37275556850433,13.503197799682596,0.0,-0.10857571507797223,0.595743659516859,0.6951954519248265,TRACKING
18.696242094039917,-1.7316317046516713e-08,-7.969337943405635e-08,0.9996781189557723,0.09375,0.15625,1.0,0.09375001731631705,0.15625007969337942,0.0003218810442277009,0.1822176082556343,120.34961523728371,133.59716752853393,55.01878095440864,160.0,120.0,-39.650384762716286,13.59716752853393,0.0,-0.10027060423397063,0.5865058862758326,0.7074143245555731,TRACKING
18.791770935058594,-2.8238081930386125e-08,1.645950552786513e-08,0.9991747347424019,0.09375,0.15625,1.0,0.09375002823808193,0.15624998354049446,0.0008252652575980735,0.18221911593955054,120.12861480291605,133.2895237922287,52.431459634525766,160.0,120.0,-39.87138519708395,13.289523792228692,0.0,-0.08930159991791342,0.5624955327508612,0.7191329814878826,TRACKING
